FactGLTranID,GLTranAmount,JournalID,GLTranDescription,GLTranDate,GLAcctNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
3229,-87233.507,1252,Inventory Sold - 200,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3230,-73575.892,1846,Inventory Sold - 200,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3231,-89442.883,1193,Inventory Sold - 200,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3232,-69575.978,600,Inventory Sold - 200,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3233,-87080.491,610,Inventory Sold - 200,2020-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3234,-70682.674,890,Inventory Sold - 200,2020-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3235,-73758.851,1677,Inventory Sold - 200,2020-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3236,-62680.451,1697,Inventory Sold - 200,2020-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3237,-79120.800,99,Inventory Sold - 200,2021-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3238,-89437.109,1680,Inventory Sold - 200,2021-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3239,-88927.760,503,Inventory Sold - 200,2021-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3240,-83391.974,1156,Inventory Sold - 200,2021-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3241,-85911.787,709,Inventory Sold - 200,2021-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3242,-71346.320,771,Inventory Sold - 200,2021-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3243,-88066.839,172,Inventory Sold - 200,2021-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3244,-68505.578,726,Inventory Sold - 200,2021-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3245,-85740.791,1194,Inventory Sold - 200,2021-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3246,-69595.248,65,Inventory Sold - 200,2021-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3247,-74893.602,1624,Inventory Sold - 200,2021-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3248,-64262.676,662,Inventory Sold - 200,2021-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3249,-29250.000,549,Inventory Sold - 500,2019-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3250,-29667.857,1596,Inventory Sold - 500,2019-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3251,-29667.857,1411,Inventory Sold - 500,2019-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3252,-29876.786,461,Inventory Sold - 500,2019-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3253,-33846.429,53,Inventory Sold - 500,2019-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3254,-38633.400,1613,Inventory Sold - 500,2019-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3255,-39747.825,1152,Inventory Sold - 500,2019-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3256,-37127.089,1092,Inventory Sold - 500,2019-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3257,-38000.668,1384,Inventory Sold - 500,2019-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3258,-31012.039,360,Inventory Sold - 500,2019-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3259,-40621.404,1408,Inventory Sold - 500,2019-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3260,-40290.750,1030,Inventory Sold - 500,2019-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3261,-32319.000,915,Inventory Sold - 500,2020-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3262,-32780.700,351,Inventory Sold - 500,2020-02-29,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3263,-32287.757,345,Inventory Sold - 500,2020-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3264,-32515.136,1456,Inventory Sold - 500,2020-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3265,-36835.329,1252,Inventory Sold - 500,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3266,-41382.900,1846,Inventory Sold - 500,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3267,-40373.775,1193,Inventory Sold - 500,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3268,-37711.768,600,Inventory Sold - 500,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3269,-38599.104,610,Inventory Sold - 500,2020-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3270,-31500.418,890,Inventory Sold - 500,2020-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3271,-41646.729,1677,Inventory Sold - 500,2020-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3272,-50182.152,1697,Inventory Sold - 500,2020-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3273,-32124.600,99,Inventory Sold - 500,2021-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3274,-32583.523,1680,Inventory Sold - 500,2021-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3275,-32583.523,503,Inventory Sold - 500,2021-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3276,-32515.136,1156,Inventory Sold - 500,2021-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3277,-36272.957,709,Inventory Sold - 500,2021-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3278,-40119.300,771,Inventory Sold - 500,2021-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3279,-39747.825,172,Inventory Sold - 500,2021-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3280,-37127.089,726,Inventory Sold - 500,2021-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3281,-38000.668,1194,Inventory Sold - 500,2021-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3282,-31012.039,65,Inventory Sold - 500,2021-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3283,-42292.414,1624,Inventory Sold - 500,2021-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3284,-51454.929,662,Inventory Sold - 500,2021-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3285,-54496.000,549,Inventory Sold - 600,2019-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3286,-55274.514,1596,Inventory Sold - 600,2019-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3287,-55274.514,1411,Inventory Sold - 600,2019-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3288,-55663.771,461,Inventory Sold - 600,2019-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3289,-63059.657,53,Inventory Sold - 600,2019-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3290,-71926.400,1613,Inventory Sold - 600,2019-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3291,-74001.200,1152,Inventory Sold - 600,2019-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3292,-69122.000,1092,Inventory Sold - 600,2019-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3293,-70748.400,1384,Inventory Sold - 600,2019-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3294,-57737.200,360,Inventory Sold - 600,2019-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3295,-75627.600,1408,Inventory Sold - 600,2019-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3296,-75012.000,1030,Inventory Sold - 600,2019-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3297,-60048.000,915,Inventory Sold - 600,2020-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3298,-60905.829,351,Inventory Sold - 600,2020-02-29,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3299,-60029.486,345,Inventory Sold - 600,2020-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3300,-60452.229,1456,Inventory Sold - 600,2020-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3301,-68484.343,1252,Inventory Sold - 600,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3302,-76939.200,1846,Inventory Sold - 600,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3303,-75114.000,1193,Inventory Sold - 600,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3304,-70161.429,600,Inventory Sold - 600,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3305,-71812.286,610,Inventory Sold - 600,2020-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3306,-58605.429,890,Inventory Sold - 600,2020-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3307,-77482.286,1677,Inventory Sold - 600,2020-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3308,-93362.143,1697,Inventory Sold - 600,2020-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3309,-59702.400,99,Inventory Sold - 600,2021-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3310,-60555.291,1680,Inventory Sold - 600,2021-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3311,-60555.291,503,Inventory Sold - 600,2021-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3312,-60452.229,1156,Inventory Sold - 600,2021-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3313,-67484.571,709,Inventory Sold - 600,2021-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3314,-74692.800,771,Inventory Sold - 600,2021-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3315,-74001.200,172,Inventory Sold - 600,2021-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3316,-69122.000,726,Inventory Sold - 600,2021-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3317,-70748.400,1194,Inventory Sold - 600,2021-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3318,-57737.200,65,Inventory Sold - 600,2021-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3319,-78630.171,1624,Inventory Sold - 600,2021-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3320,-95665.143,662,Inventory Sold - 600,2021-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3321,-35276.800,549,Inventory Sold - 800,2019-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3322,-35780.754,1596,Inventory Sold - 800,2019-02-28,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3323,-35780.754,1411,Inventory Sold - 800,2019-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3324,-36032.731,461,Inventory Sold - 800,2019-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3325,-40820.297,53,Inventory Sold - 800,2019-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3326,-46576.400,1613,Inventory Sold - 800,2019-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3327,-47919.950,1152,Inventory Sold - 800,2019-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3328,-44760.393,1092,Inventory Sold - 800,2019-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3329,-45813.579,1384,Inventory Sold - 800,2019-09-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3330,-37388.093,360,Inventory Sold - 800,2019-10-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3331,-48973.136,1408,Inventory Sold - 800,2019-11-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3332,-48574.500,1030,Inventory Sold - 800,2019-12-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3333,-38923.200,915,Inventory Sold - 800,2020-01-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3334,-39479.246,351,Inventory Sold - 800,2020-02-29,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3335,-38898.669,345,Inventory Sold - 800,2020-03-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3336,-39172.603,1456,Inventory Sold - 800,2020-04-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3337,-44377.354,1252,Inventory Sold - 800,2020-05-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3338,-49856.040,1846,Inventory Sold - 800,2020-06-30,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3339,-48657.180,1193,Inventory Sold - 800,2020-07-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
3340,-45449.014,600,Inventory Sold - 800,2020-08-31,1200,Inventory,Balance Sheet,Current Assets,Inventory,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2025-06-09 11:57:23.9870000
